timestamp,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma
17:07.2,242172,32866,98243,11873,90744,36350,6974,277765
17:08.2,178861,32172,23361,21380,25461,14596,6216,276485
17:09.2,137428,32786,37419,44504,47408,5934,1885,278277
17:10.2,30274,14899,5198,45250,19398,3703,3258,280069
17:11.2,17647,8676,3203,1092,3204,973,271,278533
17:12.3,119731,12997,43970,13829,12207,18580,2532,277509
17:13.2,431129,119432,49717,18359,82888,31255,8883,275973
17:14.3,239007,31883,93230,57847,54086,22877,13067,274181
17:15.2,16210,4005,6833,3751,3103,724,234,274437
17:16.2,1248301,220973,263809,213121,101753,33070,27475,274181
17:17.2,249493,51937,125551,35980,34767,29299,8605,272645
17:18.2,6577,8585,1076,5279,2033,1730,216,272389
17:19.2,598664,164915,95222,92740,69870,13242,8141,271621
17:20.2,32309,69132,16391,10574,15476,3606,2254,271621
17:21.3,243555,114664,86562,54999,32466,36061,8108,271621
17:22.2,421542,43568,81841,68329,77461,84111,26628,273413
17:23.2,88647,3021,23352,8914,7336,4659,1173,272645
17:24.2,474054,21528,78537,22570,17557,42213,43848,269573
17:25.2,6146,13706,16150,21162,25727,14879,7404,274949
17:26.2,304259,149819,353836,267844,89053,136496,197152,274181
17:27.2,436719,120167,8804,29634,43266,29845,7540,274437
17:28.3,74566,7511,4533,9299,10470,5423,3983,277765
17:29.2,37431,3551,8877,4249,2038,1036,228,271109
17:30.2,71652,41734,22604,43329,33248,25026,7640,273157
17:31.2,398652,53735,62660,52380,33962,20632,14837,272645
17:32.2,99837,38064,39552,126789,56262,14040,4101,275205
17:33.2,634107,208669,70208,39229,39942,24719,16692,275205
17:34.2,343746,26581,199370,68312,99891,58637,14127,274437
17:35.2,76166,16394,52195,4836,20894,6697,2379,275973
17:36.2,38678,30929,22968,17757,18890,6161,652,275205
17:37.2,55152,19744,19579,20208,6046,9695,6390,275205
17:38.2,31343,27561,29115,10788,4403,1449,845,275205
17:39.3,1220729,789226,57033,323520,210254,24975,31005,276741
17:40.2,10685,1424,2267,1931,1924,492,94,276485
17:41.2,117287,21755,80465,41962,21058,16433,8223,275717
17:42.2,248150,87462,25068,6520,24533,16189,5160,272645
17:43.2,55373,19215,14261,13156,18944,25049,4235,274949
17:44.2,151808,5479,17197,9818,7306,5720,4585,271877
17:45.2,51516,21515,20531,18450,26729,2040,1587,274949
17:46.3,77256,30046,34262,21912,44835,22098,3798,278277
17:47.2,188459,105380,79140,35770,61708,8362,5848,277765
17:48.2,115378,132078,24704,41016,28150,20707,5183,279301
17:49.2,414986,4674,84358,44118,61156,25872,10248,277509
17:50.2,59874,13565,8745,12068,18109,7648,7144,276485
17:51.2,431511,50017,74811,71597,26738,27127,12806,273413
17:52.2,331417,116303,146489,281068,85222,35271,15860,274437
17:53.3,1346976,182805,207385,77133,85722,15979,10438,272389
17:54.2,12039,3685,2485,1277,2985,1337,146,271621
17:55.2,143387,27356,22345,18150,17184,9086,3036,273157
17:56.2,22012,16775,3893,4333,3399,1614,779,271877
17:57.3,107042,111637,119528,93011,89777,31773,7508,275973
17:58.2,13332,8169,8027,5193,2302,832,760,274181
17:59.2,62156,68574,36320,73532,24509,12328,5774,274949
18:00.2,25563,8330,1300,389,1148,1231,187,272645
18:01.2,126557,93187,66327,64473,28120,27674,5303,270853
18:02.2,30070,11269,10190,3708,3388,701,221,269829
18:03.2,118265,50188,17198,8414,17211,6525,1826,269061
18:04.2,1188894,491813,90805,159711,211623,41953,10507,272645
18:05.2,20863,5655,5660,1438,2667,748,221,272389
18:06.2,43256,18279,4064,15216,11054,6458,1249,274181
18:07.2,40813,4612,5403,13387,6497,4680,1092,274437
18:08.2,10618,2308,2599,3166,4059,1285,363,275973
18:09.2,59556,25782,12769,9276,19188,1314,2716,278533
18:10.2,69966,4441,48595,23491,43525,6982,7502,280069
18:11.2,201738,32344,21652,54866,53856,4488,6049,281861
18:12.2,34560,45762,13917,12395,8822,2746,1637,279301
18:13.2,766141,166054,221447,101122,84373,114169,27684,276741
18:14.2,161611,36097,15267,11695,34655,9864,6154,275717
18:15.3,463335,30885,32961,20497,48032,21080,11517,273157
18:16.2,81647,31651,3653,4065,4682,2411,1545,271109
18:17.2,138908,58323,29516,80725,38575,16898,9580,273157
18:18.2,186899,31947,17272,34039,75111,4789,4148,274949
18:19.2,579901,234223,17113,80513,33895,32509,13831,273157
18:20.2,149608,5833,6837,7081,4488,4710,1780,272389
18:21.2,117345,5626,14666,9880,9404,3849,3227,269829
18:22.3,78579,15924,10112,12179,3274,2299,2155,264709
18:23.2,71011,14773,5058,8919,3400,720,731,264197
18:24.2,136638,5222,4572,8928,6271,4202,1339,265477
18:25.2,35568,88313,36142,30932,19746,4572,2281,266501
18:26.2,63743,18375,17090,4936,3245,3111,686,266501
18:27.2,499310,127882,18190,129786,70768,38655,8567,269061
18:28.2,88691,35684,18307,4716,10463,3534,1370,270853
18:29.2,24173,5478,5458,27692,15450,2342,890,273413
18:30.2,216924,37827,27121,14591,11322,17105,4297,274437
18:31.2,65900,29664,9883,17618,6818,2923,935,273157
18:32.2,111508,36466,15055,13399,25356,10218,2971,274949
18:33.3,269797,29521,80465,74250,22276,14889,4396,269573
18:34.2,213439,88220,56109,119509,109477,18490,5228,274949
18:35.2,47006,30765,12340,15859,12683,1793,1585,276485
18:36.2,83482,14620,18874,26859,51805,12955,8069,279045
18:37.2,70629,19428,4625,16229,9935,9725,2907,280069
18:38.2,145814,141300,28382,38320,41022,42714,12705,278277
18:39.2,317675,9364,79074,19265,24577,26309,18791,275973
18:40.3,8596,1786,1674,11897,3018,1471,1282,275973
18:41.2,90476,31821,20279,7832,12770,13011,6572,272645
18:42.2,109497,4474,5926,12454,4364,3939,1724,269829
18:43.2,61119,14109,1844,4271,3078,5178,705,267269
18:44.2,357063,219938,128547,103758,39259,20435,4833,267269
18:45.2,94425,28783,12488,37662,38513,20433,7329,269573
18:46.2,463761,23730,39412,42160,27241,12874,4321,269829
18:47.2,18829,546,10053,15577,15989,3183,1037,276485
18:48.2,9934,738,1582,2375,851,311,191,276741
18:49.2,93235,37011,21965,7969,15387,13607,3119,274949
18:50.2,271065,71560,11983,58622,44203,15431,4134,276741
18:51.2,178727,45143,47156,46948,16962,4380,1290,276741
18:52.2,86548,7940,26700,16653,48276,9237,9598,275973
18:53.2,130073,180953,31367,59460,17830,6286,7079,275205
18:54.2,171188,13647,14305,4663,12798,10913,2687,274181
18:55.2,510106,115319,34532,119776,75576,28365,22745,274181
18:56.2,355184,44102,36040,44216,36198,8193,2658,270853
18:57.2,48540,23663,18237,33391,15265,11727,3587,273157
18:58.3,227945,25401,148837,144922,81479,77489,27157,275717
18:59.2,182411,564892,69752,124327,85697,66588,35454,275717
19:00.2,246711,40340,22984,10781,37852,22402,8101,276485
19:01.2,810505,186721,152350,47396,52332,74751,13914,273413
19:02.2,430712,195579,65249,153126,179796,76415,49286,274181
19:03.2,237606,33318,7720,13375,9714,3248,3479,271621
19:04.2,159065,58862,33138,41465,19036,6314,1489,269829
19:05.3,30302,6029,3223,6271,7335,2372,1368,273413
19:06.2,22661,17486,2791,9508,4352,1197,1023,271877
19:07.2,199154,74118,47981,35173,70196,18069,5527,275973
19:08.2,59246,90999,59780,65013,41731,75253,5831,278533
19:09.2,96134,30528,10649,62472,38010,6286,13423,279301
19:10.2,262631,215368,40313,82764,67617,18327,4791,279813
19:11.2,668472,323928,59116,23743,36718,13074,10749,275205
19:12.2,357440,20009,111857,24663,49310,32147,7298,273413
19:13.2,1669287,173238,155463,148719,159207,27080,10505,270853
19:14.2,61848,195199,36687,54633,20050,8342,10028,268805
19:15.2,1137238,209169,435324,227744,162310,54574,12636,271621
19:16.3,416596,11506,110309,75897,29308,36710,18670,269573
19:17.2,48419,29084,9979,13366,10973,9535,2746,271109
19:18.2,327335,17015,24960,33751,29125,13366,8236,271621
19:19.2,435421,91515,29065,23585,29767,48457,13311,269829
19:20.2,273823,60350,38765,31627,11152,4111,2463,268805
19:21.2,212952,8111,117335,170144,50320,39515,20743,269061
19:22.2,44909,54441,28174,20828,11533,3462,5444,269061
19:23.3,83531,60246,38114,27235,19419,12726,5309,271109
19:24.2,90911,190111,109828,35179,60791,43824,15939,275205
19:25.2,364579,34413,139494,66171,82156,11382,6451,275205
19:26.2,36561,7228,26478,11703,9787,6293,4593,275973
19:27.2,426042,27058,18241,15180,31567,16377,30664,274949
19:28.2,26021,4945,4581,2179,2104,4084,2905,272645
19:29.2,560108,63692,108819,55695,77967,23741,2787,272389
19:30.3,187552,179851,90084,63428,79092,22295,4391,273157
19:31.2,106065,31995,29109,15556,14765,5819,1378,274181
19:32.2,242926,42044,20519,19578,36330,12767,4077,275717
19:33.2,247057,77907,75580,28578,21433,17093,2758,274181
19:34.2,89472,10069,10453,12605,14792,2522,871,273413
19:35.2,7722,5993,1642,3109,6611,1038,253,277509
19:36.2,66389,22534,35609,42693,33021,12993,2420,279301
19:37.2,164103,13360,50356,35458,38550,11985,5683,282629
19:38.2,18907,3489,4782,2548,2845,1116,1111,281861
19:39.2,217635,70737,87562,88032,24932,9194,3946,277509
19:40.2,198110,200376,17218,292053,192031,40069,9071,278533
19:41.3,557474,33397,30821,61550,37413,19544,7952,275973
19:42.2,50300,3399,12144,5449,11902,4183,1472,276741
19:43.2,106436,45400,75196,38093,50913,13292,5965,279813
19:44.2,45500,137256,37959,26051,53866,8024,2547,278533
19:45.2,162193,36516,18266,13432,8335,2163,2176,277509
19:46.2,14659,1511,2745,1274,6822,1549,233,279301
19:47.2,177304,43065,15675,26549,22108,9094,5614,276741
19:48.3,73571,31038,25188,32678,42927,9776,4509,277765
19:49.2,256321,18072,19232,9516,8205,2753,822,276741
19:50.2,432125,230931,153199,182028,213156,47311,7394,276485
19:51.2,910282,132801,66883,183072,93818,26361,8256,275973
19:52.2,266104,73388,30609,50412,55332,37661,16543,274437
19:53.2,70221,87275,22863,39860,52604,7656,10307,279301
19:54.2,25292,9657,14470,6688,4259,2161,1170,276741
19:55.2,25194,5739,2174,17756,5572,1987,1408,278277
19:56.2,74759,4867,6405,33713,7903,4524,1715,277509
19:57.2,102390,12894,26642,17374,23240,2252,643,275973
19:58.2,21066,18076,6204,1571,1519,968,395,275973
19:59.2,24643,18897,15867,4828,3671,1310,1083,275205
20:00.2,157793,69239,61408,21642,31996,5462,1411,274437
20:01.2,37229,1857,290,2276,999,765,236,271621
20:02.2,26123,1856,5782,3247,4201,2203,1172,270853
20:03.2,196148,38919,19843,22407,14478,9775,3695,270853
20:04.2,12672,3308,9172,4123,3360,4304,479,271109
20:05.2,393710,28139,46984,29585,27712,9676,3897,272645
20:06.3,459150,46112,11645,17304,19548,5355,7399,269573
20:07.2,50751,10202,15276,14265,3722,2371,1080,269061
20:08.2,124929,183079,23425,40237,48778,27421,17689,269061
20:09.2,41215,30567,17444,28872,17824,9169,6480,272645
20:10.2,45475,12041,3146,10449,3903,2283,797,274181
20:11.2,32369,10276,10584,3234,8640,2905,1080,277509
20:12.2,40524,17456,5778,8344,10993,2936,853,277765
20:13.3,1235517,236717,230057,105402,166433,52217,14097,275973
20:14.2,86750,13806,8301,30038,4926,2354,1084,274949
20:15.2,31484,12835,8630,12922,8078,2126,1161,274949
20:16.2,357465,49162,47874,59624,53831,25216,2567,274181
20:17.2,395018,24517,55441,13727,25515,11018,5400,272389
20:18.2,72639,6319,3225,7694,9558,3293,1094,274949
20:19.2,101147,63750,8724,21883,46318,9398,2551,275973
20:20.2,92898,20264,33798,59323,29283,5803,3076,277509
20:21.2,13179,6881,2683,3416,3352,418,156,279813
20:22.2,120270,47639,20497,14679,23951,11092,2993,279813
20:23.2,110356,52551,55098,48960,21107,6583,5336,277509
20:24.3,312445,8965,7155,14473,27641,2814,3976,275205
20:25.2,59578,52169,20104,40050,38987,13973,4135,276485
20:26.2,97146,17925,7185,11527,4460,1928,827,273413
20:27.2,69918,54675,21644,52198,33990,15460,3620,275973
20:28.2,374356,40375,14986,30635,26852,19032,2550,275205
20:29.2,180560,117106,53048,26900,43183,13895,2761,273413
20:30.2,49296,10075,5291,12709,13643,3722,2469,277765
20:31.3,122079,41989,15122,25135,15742,11917,3223,275205
20:32.2,8910,7045,4196,1091,2538,1426,326,276741
20:33.2,45080,45675,66518,76650,37824,25008,3598,278533
20:34.2,25782,5635,12804,16677,6136,2535,1600,277765
20:35.2,549530,345080,82956,80227,210643,26855,8055,279301
20:36.2,459668,148492,193550,124889,227359,29938,11880,281861
20:37.2,237257,15079,32024,43896,46421,10738,6630,280069
20:38.2,106629,4892,42667,38490,80858,13096,7232,283653
20:39.2,13537,6547,5053,4519,3988,763,177,282885
20:40.2,100384,24606,3937,13509,36753,12940,1586,282885
20:41.2,73671,11421,39817,19253,48859,14674,3436,285189
20:42.2,159950,60344,27638,41877,29825,10268,1357,281349
20:43.2,627493,57778,122975,80751,168953,34205,14581,282117
20:44.2,21880,8242,6362,14461,4873,1453,1773,280069
20:45.2,1232695,168405,124037,177522,93963,45547,22707,275973
20:46.2,19197,1255,1522,864,1887,448,384,275205
20:47.2,298335,32919,4500,28386,15598,4232,5232,271877
20:48.2,40841,2895,8204,19859,7451,3351,1027,271877
20:49.3,124154,47835,10737,10593,14348,10933,2466,272645
20:50.2,47354,2702,6180,7533,10447,2476,529,274437
20:51.2,260362,45432,12100,78172,55451,10666,3260,277765
20:52.2,23366,27455,30205,78689,32474,6870,1069,280069
20:53.2,30577,11797,3851,9206,6242,3751,718,281861
20:54.2,50232,27769,8663,4844,7926,2388,961,279813
20:55.2,613774,78127,58105,239164,100673,24843,4838,279045
20:56.3,535918,17209,75271,123020,111428,27732,16071,276741
20:57.2,15173,4306,3645,959,2076,564,263,275973
20:58.2,155052,1455,49717,54933,25288,10910,4532,276741
20:59.2,66864,17129,54640,17674,33904,8147,3196,278277
21:00.2,195066,44333,39051,100781,37221,20756,4848,277765
21:01.2,220208,88827,236515,113011,149375,20591,7526,280069
21:02.2,689067,263544,231596,287940,107571,24839,4044,279301
21:03.2,60576,35388,14577,30053,20035,5685,3115,278533
21:04.2,35360,13417,4070,6425,6103,1557,534,278277
21:05.2,132123,24644,22789,19245,10986,6201,3056,274437
21:06.2,72880,8176,4705,6049,5748,1589,915,274181
21:07.3,82887,14143,39326,35261,54955,3225,652,275717
21:08.2,782254,113936,93497,125389,49662,37250,18143,273413
21:09.2,21580,9297,5524,9257,4053,791,672,275205
21:10.2,51343,2097,7150,18827,9730,4162,807,277509
21:11.2,37076,23891,22803,11018,7579,1546,624,273413
21:12.2,24239,17519,5331,4056,10023,2665,388,277509
21:13.2,164087,7231,14349,30139,40726,6918,2431,278533
21:14.2,72444,16141,10987,20864,48229,7046,3752,281349
21:15.2,207154,26495,25365,27594,8822,4265,826,279045
21:16.2,1135138,56088,179227,67164,345337,87563,10790,279301
21:17.2,118678,44247,40280,137208,36512,13465,5317,279045
21:18.2,74660,14537,13448,12531,11483,6245,3861,275717
21:19.2,154122,19173,19850,34037,24837,25850,6950,279045
21:20.2,789874,104460,14747,107571,15808,8247,2869,272645
21:21.3,27196,29349,18104,6456,4998,4732,959,269829
21:22.2,84698,32141,65812,48825,26944,12386,3493,270853
21:23.2,1633099,245010,748974,408965,132205,157404,107619,268293
21:24.2,33071,16133,15631,17821,17355,4058,969,274949
21:25.2,931493,403613,341791,193594,241160,52710,21472,276741
21:26.2,120701,18043,3257,52344,64833,15385,1307,279813
21:27.2,135367,11726,41218,29166,21187,18133,6441,281861
21:28.2,216810,13876,26922,29980,57502,14509,1761,281349
21:29.2,198025,175785,48142,38974,30944,23042,10675,279813
21:30.2,14204,1397,3699,5967,1589,704,688,275717
21:31.2,18804,17410,8174,13293,13301,5469,1020,277765
21:32.3,102107,16552,9103,16284,16316,3845,1428,276485
21:33.2,46027,37202,10522,15886,15713,9717,1675,278277
21:34.2,74656,47508,16600,54992,87656,14522,7270,283397
21:35.2,181107,90556,37930,66957,30330,5947,5738,280069
21:36.2,268295,119238,69767,118797,257286,42367,26356,284421
21:37.2,52438,5069,14862,4557,6767,3536,1536,282885
21:38.2,129813,25620,11690,20605,10224,4669,1501,276741
21:39.3,83523,11160,60400,69879,20362,25789,9135,277765
21:40.2,58415,24981,23068,12925,13340,1635,1135,274181
21:41.2,194540,40733,26897,25449,46089,11023,6324,275205
21:42.2,160677,99812,141326,40539,18663,20578,7042,274949
21:43.2,762954,61163,144467,149049,158863,26433,11130,275717
21:44.2,84477,63987,12945,55197,27098,5320,3011,275973
21:45.2,185158,52564,49357,62052,50953,5563,4512,276485
21:46.2,223326,46391,14134,26883,54856,11197,10245,279813
21:47.2,215156,25157,89337,40525,21789,10925,5762,279813
21:48.2,498983,113269,191055,84030,70370,24128,27509,278277
21:49.2,241605,22737,77613,57803,62962,21021,11433,278533
21:50.3,13699,6436,11264,12940,12988,3441,405,280069
21:51.2,88240,47438,23877,19860,44810,7391,5107,281349
21:52.2,29125,10023,7142,18879,5965,4280,627,282117
21:53.2,810499,79694,57303,89377,133253,15631,12669,281861
21:54.2,43011,8690,9216,3757,3006,1711,832,276485
21:55.2,447229,49006,41866,37095,37451,55726,8156,273157
21:56.2,142234,31402,22548,5759,20097,4698,9688,272645
21:57.3,719984,144510,51205,55478,88902,23712,13776,271621
21:58.2,22061,7753,4149,4920,6621,2494,405,274949
21:59.2,40931,10404,11996,9759,11318,3317,2919,276741
22:00.2,86336,177297,93286,22743,56035,31888,7860,278277
22:01.2,207267,1175,37178,23510,70309,16724,5734,281093
22:02.2,45169,22105,38516,8676,13215,4366,1268,279813
22:03.2,62346,8169,7396,10579,14691,2980,787,280069
22:04.2,44578,24784,1860,6134,11508,2439,1639,280069
22:05.2,16607,8585,2740,3336,2124,840,209,276741
22:06.2,8831,11019,11875,20567,5753,3780,864,277765
22:07.2,54295,24290,6684,9258,8623,6679,2104,276485
22:08.2,490480,50666,43189,86579,20949,24488,643,272645
22:09.2,133673,142663,35719,60754,26660,25607,11619,273157
22:10.2,91199,34628,11804,18596,6405,4486,746,269573
22:11.2,532108,64608,33982,24264,30215,41862,3068,267525
22:12.2,127777,20253,5599,18910,10830,2062,755,269061
22:13.2,238444,104900,48249,35742,23419,14021,8199,268293
22:14.2,120781,41536,53876,90069,25003,8391,4320,270853
22:15.3,481534,61589,422150,332144,203966,52590,12906,274437
22:16.2,83436,11386,7579,2287,6833,2803,664,274437
22:17.2,664872,67410,138818,145267,80217,36339,12621,275205
22:18.2,18396,10041,1748,21097,8400,2844,989,277509
22:19.2,7173,1732,4723,2079,5280,520,221,279045
22:20.2,43853,2716,24730,14043,9674,1416,488,281093
22:21.2,51987,35481,20565,28751,62026,10280,8260,285445
22:22.2,179558,134617,190178,74064,28913,9612,4379,281349
22:23.2,21163,12722,8750,3685,4119,1111,578,278277
22:24.2,2005007,265350,166282,53080,283663,89508,29795,277765
22:25.2,191762,337502,149920,457167,117161,87706,44737,274949
22:26.2,82176,23687,16713,5581,7677,2888,965,274949
22:27.2,131062,30461,32135,92020,35378,19522,3847,276485
22:28.2,480889,91251,23539,107678,21957,29425,7513,273413
22:29.2,888972,286506,157722,261967,151865,53770,13076,272389
22:30.2,337141,40540,46532,54626,24730,8367,2045,272389
22:31.2,74322,5968,50294,52124,18790,21055,3655,271877
22:32.2,975884,45331,111039,149401,331482,18528,17199,276741
22:33.3,296597,22576,27978,34931,14900,5049,4145,274949
22:34.2,61699,7681,51251,54580,23581,5979,1847,277509
22:35.2,138038,43097,98084,69661,44418,10748,2362,277509
22:36.2,55697,2735,10680,20761,9115,1537,1106,275205
22:37.2,5706,2681,4785,3739,2588,510,178,279045
22:38.2,135562,10039,22731,4467,7418,1180,2438,275717
22:39.2,267171,12526,40252,48324,55431,10723,2132,275973
22:40.3,133971,11454,46723,39122,42527,12871,3926,277509
22:41.2,99394,16520,17100,15201,5191,2217,871,273157
22:42.2,74013,20263,8673,18395,20584,5165,1883,276741
22:43.2,317701,418854,35151,36165,157379,28251,12392,277509
22:44.2,181093,18489,6411,17904,14750,8578,2941,274949
22:45.2,109643,18992,17181,55529,32149,3769,4002,279045
22:46.2,26754,77973,63705,16991,37061,8556,5664,279301
22:47.2,906567,325565,206313,103114,106886,40396,14552,276741
22:48.2,126825,62246,11923,4573,4026,1546,2050,274181
22:49.2,14868,2642,415,3093,2745,803,280,272645
22:50.2,164381,21718,36239,66822,61808,11511,7047,273413
22:51.3,125416,9969,24275,38812,20763,8559,2691,274949
22:52.2,35853,5430,6390,15300,9961,3383,2299,280069
